team,pick_year,round,expected_pick_number,protection_note,strength_rank,ev_points,years_out,discount_factor,pv_ev_points
Toronto Raptors,2028,2,48,Own,18,12.222222222222221,2,0.8264462809917354,10.101010101010099
Toronto Raptors,2029,1,18,Own,18,27.5,3,0.7513148009015775,20.661157024793383
Toronto Raptors,2029,2,48,Own,18,12.222222222222221,3,0.7513148009015775,9.182736455463726
Toronto Raptors,2030,1,18,Own,18,27.5,4,0.6830134553650705,18.782870022539438
Toronto Raptors,2030,2,48,Own,18,12.222222222222221,4,0.6830134553650705,8.34794223223975
Toronto Raptors,2031,1,18,Own,18,27.5,5,0.6209213230591549,17.07533638412676
Toronto Raptors,2031,2,48,To NOP,18,12.222222222222221,5,0.6209213230591549,7.589038392945226
Toronto Raptors,2032,1,18,Own,18,27.5,6,0.5644739300537772,15.523033076478873
Toronto Raptors,2032,2,48,To BRK,18,12.222222222222221,6,0.5644739300537772,6.899125811768387
Utah Jazz,2026,1,3,"Most favorable of UTH 1-8, MIN and CLE; less favorable of UTH 1-8 and MIN to MIN; less favorable of CLE and more favorable of UTH 1-8 and MIN to CLE; UTH 9-30 to OKC (via UTH swap for MIN; via UTH swap of UTH or MIN for CLE)",3,73.33333333333333,0,1.0,73.33333333333333
Utah Jazz,2026,2,33,31-55 to SAN; 56-60 to MIL (via MIN to SAN),3,16.923076923076923,0,1.0,16.923076923076923
Utah Jazz,2027,1,3,"Second most favorable of UTH, CLE and MIN; most favorable to MEM and least favorable to PHX (via UTH)",3,73.33333333333333,1,0.9090909090909091,66.66666666666666
Utah Jazz,2027,2,33,To IND (via CLE); More favorable of BOS and ORL (via BOS to ORL to BOS); DEN (via CLE to CHI to BOS); LAC (via ATL to LAC),3,16.923076923076923,1,0.9090909090909091,15.384615384615385
Utah Jazz,2028,1,3,Own or swap for CLE [CLE may convey UTH to ATL],3,73.33333333333333,2,0.8264462809917354,60.606060606060595
Utah Jazz,2028,2,33,"To OKC; CLE; Least favorable of DET 31-55, less favorable of CHA and LAC, MIA if DAL conveys 1st round pick to CHA in 2027, and NYK (via DET)",3,16.923076923076923,2,0.8264462809917354,13.986013986013985
Utah Jazz,2029,1,3,"Most / two most favorable of UTH, CLE and MIN 6-30 then other to CHA (via UTH to PHX)",3,73.33333333333333,3,0.7513148009015775,55.09641873278235
Utah Jazz,2029,2,33,Own; MIN if MIN does not convey 1st round pick to UTH in 2029,3,16.923076923076923,3,0.7513148009015775,12.71455816910362
Utah Jazz,2030,1,3,Own,3,73.33333333333333,4,0.6830134553650705,50.0876533934385
Utah Jazz,2030,2,33,Less favorable of UTH and LAC then other to CHA (via LAC to UTH),3,16.923076923076923,4,0.6830134553650705,11.558689244639655
Utah Jazz,2031,1,3,Own,3,73.33333333333333,5,0.6209213230591549,45.53423035767136
Utah Jazz,2031,2,33,Own; More favorable of BOS and CLE (via CLE to ATL to BOS),3,16.923076923076923,5,0.6209213230591549,10.507899313308776
Utah Jazz,2032,1,3,Own,3,73.33333333333333,6,0.5644739300537772,41.39475487061033
Utah Jazz,2032,2,33,To WAS; CLE,3,16.923076923076923,6,0.5644739300537772,9.552635739371615
Washington Wizards,2026,1,1,"1-8 Own or swap for PHX; two most favorable of less favorable of WAS 1-8 and PHX, MEM and ORL to MEM then least favorable of all to CHA; WAS 9-30 to NYK (via HOU to OKC)",1,94.28571428571428,0,1.0,94.28571428571428
Washington Wizards,2026,2,31,"To NYK if WAS does not convey 1st round pick to NYK in 2026; Less favorable of more favorable of MIN and NYK and more favorable of NOP and POR; Least favorable of OKC, DAL and PHL (via OKC to MIA to SAN)",1,17.83783783783784,0,1.0,17.83783783783784
Washington Wizards,2027,1,1,Own,1,94.28571428571428,1,0.9090909090909091,85.71428571428571
Washington Wizards,2027,2,31,To NYK if WAS does not convey 1st round pick to NYK in 2026; More favorable of BRK and DAL (via DAL to BRK to DET; via DET to WAS); Less favorable of GOS and PHX,1,17.83783783783784,1,0.9090909090909091,16.216216216216218
Washington Wizards,2028,1,1,"More favorable of WAS and least / less favorable of BRK, PHL 9-30 and PHX; complex swap with MIL and POR (see original for full conditions)",1,94.28571428571428,2,0.8264462809917354,77.9220779220779
Washington Wizards,2028,2,31,Less favorable of WAS and LAL then other to ORL (via WAS to LAL to ORL; via LAL to WAS); DEN 34-60 (via SAN to SAC),1,17.83783783783784,2,0.8264462809917354,14.74201474201474
Washington Wizards,2029,1,1,"Own; Second most favorable of POR, BOS and MIL (via BOS to POR; via MIL to POR; via POR to WAS)",1,94.28571428571428,3,0.7513148009015775,70.83825265643445
Washington Wizards,2029,2,31,More favorable of WAS and IND to IND then other to POR (via IND to NYK); LAL,1,17.83783783783784,3,0.7513148009015775,13.401831583649763
Washington Wizards,2030,1,1,More favorable of WAS and PHX; more favorable of MEM and less favorable of WAS and PHX to MEM then least favorable of all to PHX,1,94.28571428571428,4,0.6830134553650705,64.3984115058495
Washington Wizards,2030,2,31,To PHL; Less favorable of PHX and POR,1,17.83783783783784,4,0.6830134553650705,12.18348325786342
Washington Wizards,2031,1,1,Own,1,94.28571428571428,5,0.6209213230591549,58.54401045986317
Washington Wizards,2031,2,31,Own; More favorable of MIA and IND (via MIA swap for IND; via UTH),1,17.83783783783784,5,0.6209213230591549,11.075893870784926
Washington Wizards,2032,1,1,Own,1,94.28571428571428,6,0.5644739300537772,53.22182769078471
Washington Wizards,2032,2,31,Own; UTH,1,17.83783783783784,6,0.5644739300537772,10.068994427986297
